"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"em","NotificationOriginatorRoleIdentification","em:NotificationOriginatorRoleIdentification",1,0,"","","","The identifier of the message originator's role, as it may determine message distribution and presentation decisions. The list and associated value(s) is derived from the Uniform Resource Name of a published list of values and definitions, and the content is a string (which may represent a number) denoting the value itself.","nc","IdentificationType","nc:IdentificationType",,,
"em","NotificationRecipient","em:NotificationRecipient",1,1,"","","","Organization, unit, or individual that is the recipient of the notification.",,,,,,
"em","NotificationRecipientContactEmail","em:NotificationRecipientContactEmail",1,0,"","recipient@example.gov","(1) In the form actor@domain-name.
(2) Uniqueness of the domain-name is guaranteed through use of the Internet Domain Name System, and uniqueness of the actor name enforced by the domain owner.
(3) The identifier MUST be a properly formed -escaped if necessary- XML string.
(4) Optional, must be used once and only once","The unique email identifier of the recipient. Uniquely identifies human parties, systems, services, or devices that are all potential recipients of the distribution message in the form actor@domain-name. Uniqueness of the domain-name is guaranteed through use of the Internet Domain Name System, and uniqueness of the actor name enforced by the domain owner.","niem-xsd","string","niem-xsd:string","em","NotificationRecipient","em:NotificationRecipient"
"em","NotificationRecipientIdentification","em:NotificationRecipientIdentification",1,0,"","Example: <valueListUrn>""http://www.dhs.gov/NiemRoleType""</valueListUrn>, <value>ICS Operations Branch</value> ","(1) The list and associated value(s) is in the form:
   <consumerRole>
      <valueListUrn>valueListUrn</valueListUrn>
      <value>value</value>
   </consumerRole>
where the content of <valueListUrn> is the Uniform Resource Name of a published list of values and definitions, and the content of <value> is a string (which may represent a number) denoting the value itself.
(2) Multiple instances of the <value>, MAY occur with a single <valueListUrn> within the notification message.
(3) Multiple instances of <consumerRole> MAY occur within a single notification message.","The identifier for the recipient of the notification message, as it may determine message distribution and presentation decisions.  The list and associated value(s) is derived from the Uniform Resource Name of a published list of values and definitions, and the content is a string (which may represent a number) denoting the value itself.","nc","IdentificationType","nc:IdentificationType","em","NotificationRecipient","em:NotificationRecipient"
"em","NotificationRecipientNameText","em:NotificationRecipientNameText",1,0,"","Example: <valueListUrn>""http://www.dhs.gov/NiemRoleType""</valueListUrn>, <value>ICS Operations Branch</value> ","(1) The list and associated value(s) is in the form:
   <consumerRole>
      <valueListUrn>valueListUrn</valueListUrn>
      <value>value</value>
   </consumerRole>
where the content of <valueListUrn> is the Uniform Resource Name of a published list of values and definitions, and the content of <value> is a string (which may represent a number) denoting the value itself.
(2) Multiple instances of <consumerRole> MAY occur within a single notification message.","The name text for the recipient of the notification message. This may be the name of an individual or an organization. It may determine message distribution and presentation decisions.  The list and associated value(s) is derived from the Uniform Resource Name of a published list of values and definitions, and the content is a string (which may represent a number) denoting the value itself.
","nc","TextType","nc:TextType","em","NotificationRecipient","em:NotificationRecipient"
"em","NotificationRecipientRoleDescriptionText","em:NotificationRecipientRoleDescriptionText",1,0,"","Example: <valueListUrn>""http://www.dhs.gov/NiemRoleType""</valueListUrn>, <value>ICS Operations Branch</value> ","(1) The list and associated value(s) is in the form:
   <consumerRole>
      <valueListUrn>valueListUrn</valueListUrn>
      <value>value</value>
   </consumerRole>
where the content of <valueListUrn> is the Uniform Resource Name of a published list of values and definitions, and the content of <value> is a string (which may represent a number) denoting the value itself.
(2) Multiple instances of <consumerRole> MAY occur within a single notification message.","The role description of the recipient of the notification message. It may determine message distribution and presentation decisions.  The list and associated value(s) is derived from the Uniform Resource Name of a published list of values and definitions, and the content is a string (which may represent a number) denoting the value itself.
","nc","TextType","nc:TextType",,,
"em","NotificationRecipientRoleIdentification","em:NotificationRecipientRoleIdentification",1,0,"","","","The role identifier for the recipient of the notification message. It may determine message distribution and presentation decisions.  The list and associated value(s) is derived from the Uniform Resource Name of a published list of values and definitions, and the content is a string (which may represent a number) denoting the value itself.
","nc","IdentificationType","nc:IdentificationType",,,
"em","NotificationSource","em:NotificationSource",1,1,"","","(1) Optional","The specific source of this alert; e.g., an operator or a specific device.",,,,,,
"em","NotificationSourceID","em:NotificationSourceID",1,0,"","","(1) Optional","The identification string of the particular source of this alert; e.g., an operator or a specific device.","niem-xsd","string","niem-xsd:string","em","NotificationSource","em:NotificationSource"
"em","NotificationSourceNameText","em:NotificationSourceNameText",1,0,"","","(1) Optional","The name, in text, of particular source of this alert; e.g., an operator or a specific device.","nc","TextType","nc:TextType","em","NotificationSource","em:NotificationSource"
"em","NotificationStatus","em:NotificationStatus",1,0,"","Event, Test, Exercise, System","","The code denoting the appropriate handling of the notification message; identifies if the notification is an actual event, test, exercise or internal system function.","em","NotificationStatusType","em:NotificationStatusType",,,
"em","NotificationStatusCode","em:NotificationStatusCode",1,0,"","","(1) The status MUST be a properly formed -escaped if necessary- XML string.","The actionability of the message. 
","em","NotificationStatusCodeType","em:NotificationStatusCodeType",,,
"em","NotificationTargetLocation","em:NotificationTargetLocation",1,0,"","","","Applied augmentation for type nc:LocationType","em","NotificationTargetLocationType","em:NotificationTargetLocationType","nc","Location","nc:Location"
"em","NotificationTargetLocationAugmentation","em:NotificationTargetLocationAugmentation",1,0,"","","","Additional information related to the target location of the notification.","em","NotificationTargetLocationAugmentationType","em:NotificationTargetLocationAugmentationType",,,
"it","NotifyParty","it:NotifyParty",1,0,,,,"A party to be notified.","it","NotifyPartyType","it:NotifyPartyType",,,
"it","NotifyPartyIdCode","it:NotifyPartyIdCode",1,0,"","","","Coded identification of the identification of a party to be notified.","it","PartyIDCategoryType","it:PartyIDCategoryType",,,
"it","NotifyPartyIdentification","it:NotifyPartyIdentification",1,0,"","","","A unique identification of Notify Party","nc","IdentificationType","nc:IdentificationType",,,
"cbrn","NRCLicenseID","cbrn:NRCLicenseID",1,0,"","","","Identifier of the NRC license, if any.","niem-xsd","string","niem-xsd:string",,,
"scr","NSeersArrivalIndicator","scr:NSeersArrivalIndicator",1,0,,,,"An indicator indicating whether the persons CLASS OF ADMISSION specifies NSEERS","niem-xsd","boolean","niem-xsd:boolean",,,
"scr","NSeersRequiredInfoIndicator","scr:NSeersRequiredInfoIndicator",1,0,,,,"An indicator indicating if supporting NSEERS information is required for the CLASS OF ADMISSION.","niem-xsd","boolean","niem-xsd:boolean",,,
"it","NTNPassportNumber","it:NTNPassportNumber",1,0,"","","","NTNPassportNumber.","niem-xsd","string","niem-xsd:string",,,
"cbrn","Nuclide","cbrn:Nuclide",1,0,"","","","Identification of a nuclide.","cbrn","NuclideType","cbrn:NuclideType",,,
"cbrn","nuclideActivityUnitsCode","cbrn:nuclideActivityUnitsCode",0,0,"","","","Unit of measure in which a nuclide activity value is expressed.","cbrncl","NuclideActivityUnitsCodeSimpleType","cbrncl:NuclideActivityUnitsCodeSimpleType",,,
"cbrn","NuclideActivityValue","cbrn:NuclideActivityValue",1,0,"","","","A nuclide's calculated activity value and its uncertainty.","cbrn","NuclideActivityMeasureType","cbrn:NuclideActivityMeasureType",,,
"cbrn","nuclideBetaEndPointEnergyValue","cbrn:nuclideBetaEndPointEnergyValue",0,0,"","","","Maximum beta particle energy approximation.","xsd","positiveInteger","xsd:positiveInteger",,,
"cbrn","NuclideCategoryCode","cbrn:NuclideCategoryCode",1,0,"","","","A category of nuclide.","cbrncl","NuclideCategoryCodeType","cbrncl:NuclideCategoryCodeType",,,
"cbrn","NuclideCode","cbrn:NuclideCode",1,0,"","","","A standard code for a nuclide.","cbrncl","NuclideCodeType","cbrncl:NuclideCodeType",,,
"cbrn","NuclideEstimatedPosition","cbrn:NuclideEstimatedPosition",1,0,"","","","The estimated position of a nuclide in a measured item.","cbrn","RelativePositionType","cbrn:RelativePositionType",,,
"cbrn","NuclideEstimatedShielding","cbrn:NuclideEstimatedShielding",1,0,"","","","Provides information on shielding.","cbrn","NuclideEstimatedShieldingType","cbrn:NuclideEstimatedShieldingType",,,
"cbrn","NuclideIdConfidence","cbrn:NuclideIdConfidence",1,0,"","","","A characterization of the confidence that a nuclide identification is correct.","cbrn","IdentificationConfidenceType","cbrn:IdentificationConfidenceType",,,
"cbrn","NuclideIdentification","cbrn:NuclideIdentification",1,0,"","","","Nuclide identified by the analysis of encounter device data.","cbrn","NuclideIdentificationType","cbrn:NuclideIdentificationType",,,
"cbrn","NuclideSourceID","cbrn:NuclideSourceID",1,0,"","","","Identifier of the Nuclide source item.  There is no required format for the ID value.","niem-xsd","string","niem-xsd:string",,,
"em","OBGYN","em:OBGYN",1,0,"","","","The availability of OBGYN services.","em","OBGYNType","em:OBGYNType",,,
"em","OBGYNGeneralServiceCoverageStatusCode","em:OBGYNGeneralServiceCoverageStatusCode",1,0,"","","","It is an indicator specific to OBGYN coverage.","have-codes","AvailabilityStatusCodeType","have-codes:AvailabilityStatusCodeType",,,
"em","OBGYNServiceCoverageStatusCode","em:OBGYNServiceCoverageStatusCode",1,0,"","","","The Sub-type element of the OBGYN services. ","have-codes","AvailabilityStatusCodeType","have-codes:AvailabilityStatusCodeType",,,
"nc","Obligation","nc:Obligation",1,0,"","","","A thing that is owed to someone else.","nc","ObligationType","nc:ObligationType",,,
"nc","ObligationCategoryText","nc:ObligationCategoryText",1,0,,"fee, fine, support, restitution, community service, damages, court costs",,"A kind of obligation.","nc","TextType","nc:TextType",,,
"nc","ObligationCompleteIndicator","nc:ObligationCompleteIndicator",1,0,,,,"True if an obligation has been fulfilled; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","ObligationComplianceIndicator","nc:ObligationComplianceIndicator",1,0,,"True if no overdue or outstanding payments to be made",,"True if a person with an obligation is in compliance with the requirements; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","ObligationDue","nc:ObligationDue",1,1,,,,"An amount of money or quantity of time still required to be spent in order to fulfill an obligation.",,,,,,
"nc","ObligationDueAmount","nc:ObligationDueAmount",1,0,,,,"An amount of a payment obligation that has not been made.","nc","AmountType","nc:AmountType","nc","ObligationDue","nc:ObligationDue"
"nc","ObligationDueDate","nc:ObligationDueDate",1,0,,,,"A date by which an obligation must be fulfilled.","nc","DateType","nc:DateType",,,
"nc","ObligationDueDuration","nc:ObligationDueDuration",1,0,,,,"An amount of money or quantity of time still required to be spent in order to fulfill an obligation.","niem-xsd","duration","niem-xsd:duration","nc","ObligationDue","nc:ObligationDue"
"nc","ObligationEndDate","nc:ObligationEndDate",1,0,,,,"A date on which an obligation ends.","nc","DateType","nc:DateType",,,
"nc","ObligationEntity","nc:ObligationEntity",1,0,,,"Examples include: a person who must pay a fine.","An entity that must fulfill an obligation.","nc","EntityType","nc:EntityType",,,
"nc","ObligationExemption","nc:ObligationExemption",1,0,,,,"A waival or dismissal of an obligation.","nc","ObligationExemptionType","nc:ObligationExemptionType",,,
"nc","ObligationExemptionDescriptionText","nc:ObligationExemptionDescriptionText",1,0,,,,"A description of an exemption from an obligation.","nc","TextType","nc:TextType",,,
"nc","ObligationExemptionIndicator","nc:ObligationExemptionIndicator",1,0,,,,"True if an obligation has been waived or dismissed; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"it","ObligationGuarantee","it:ObligationGuarantee",1,0,"","","","Details of how the obligation will be fulfilled","it","ObligationGuaranteeType","it:ObligationGuaranteeType",,,
"j","ObligationOrganizationAssociation","j:ObligationOrganizationAssociation",1,0,"","","","An association between an obligation and an organization.","j","ObligationOrganizationAssociationType","j:ObligationOrganizationAssociationType",,,
"nc","ObligationPaid","nc:ObligationPaid",1,1,,,,"An amount of money or quantity of time that has been spent towards fulfilling an obligation.",,,,,,
"nc","ObligationPaidAmount","nc:ObligationPaidAmount",1,0,,,,"An amount of a payment obligation that has been made.","nc","AmountType","nc:AmountType","nc","ObligationPaid","nc:ObligationPaid"
"nc","ObligationPaidDate","nc:ObligationPaidDate",1,0,,,,"A date an obligation was fulfilled.","nc","DateType","nc:DateType",,,
"nc","ObligationPaidDuration","nc:ObligationPaidDuration",1,0,,,,"An amount of money or quantity of time that has been spent towards fulfilling an obligation.","niem-xsd","duration","niem-xsd:duration","nc","ObligationPaid","nc:ObligationPaid"
"nc","ObligationPeriodText","nc:ObligationPeriodText",1,0,,"weekly, monthly, yearly",,"An interval or period at which an obligation is required to be fulfilled.","nc","TextType","nc:TextType",,,
"j","ObligationPersonAssociation","j:ObligationPersonAssociation",1,0,"","","","An association between an obligation and a person.","j","ObligationPersonAssociationType","j:ObligationPersonAssociationType",,,
"nc","ObligationProgressDescriptionText","nc:ObligationProgressDescriptionText",1,0,,,,"A description of the progress that has been made in fulfilling an obligation.","nc","TextType","nc:TextType",,,
"nc","ObligationRecipient","nc:ObligationRecipient",1,0,,,"This could be a person to whom a payment must be made.","An entity to whom an obligation must be fulfilled.","nc","EntityType","nc:EntityType",,,
"nc","ObligationRecurrence","nc:ObligationRecurrence",1,0,,,,"A periodic basis on which an obligation must be met.","nc","ObligationRecurrenceType","nc:ObligationRecurrenceType",,,
"nc","ObligationRequirementDescriptionText","nc:ObligationRequirementDescriptionText",1,0,,,"This could be an amount of money due or an amount of time in service due.","A description of what is necessary in order to fulfill an obligation.","nc","TextType","nc:TextType",,,
"nc","ObligationStartDate","nc:ObligationStartDate",1,0,,,,"A date on which an obligation begins.","nc","DateType","nc:DateType",,,
"nc","ObligationTotal","nc:ObligationTotal",1,1,,,,"An amount of money or quantity of time that that must be spent in order to fulfill an obligation.",,,,,,
"nc","ObligationTotalAmount","nc:ObligationTotalAmount",1,0,,,,"A total amount of money to be charged or paid to meet a financial obligation.","nc","AmountType","nc:AmountType","nc","ObligationTotal","nc:ObligationTotal"
"nc","ObligationTotalDuration","nc:ObligationTotalDuration",1,0,,,,"An amount of money or quantity of time that that must be spent in order to fulfill an obligation.","niem-xsd","duration","niem-xsd:duration","nc","ObligationTotal","nc:ObligationTotal"
"j","OccupantAirBagDeployedCode","j:OccupantAirBagDeployedCode",1,0,,,,"Deployment status of an air bag relative to the position in the vehicle for this occupant.","mmucc_2","OccupantAirBagDeployedCodeType","mmucc_2:OccupantAirBagDeployedCodeType",,,
"j","OccupantEjectionCode","j:OccupantEjectionCode",1,0,,,,"Occupant completely or partially thrown from the interior of the motor vehicle, excluding motorcycles, as a result of a crash.","mmucc_2","OccupantEjectionCodeType","mmucc_2:OccupantEjectionCodeType",,,
"j","OccupantProtectionSystemUseCode","j:OccupantProtectionSystemUseCode",1,0,,,,"The restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.","mmucc_2","OccupantProtectionSystemUseCodeType","mmucc_2:OccupantProtectionSystemUseCodeType",,,
"j","OccupantSeatCode","j:OccupantSeatCode",1,0,,,,"The occupants seat in the motor vehicle prior to the first event in the sequence of events.","mmucc_2","OccupantSeatCodeType","mmucc_2:OccupantSeatCodeType",,,
"j","OccupantSeatOtherLocationCode","j:OccupantSeatOtherLocationCode",1,0,,,,"The location of the vehicle occupant prior to the first event in the sequence of events.","mmucc_2","OccupantSeatOtherLocationCodeType","mmucc_2:OccupantSeatOtherLocationCodeType",,,
"j","OccupantSeatRowCode","j:OccupantSeatRowCode",1,0,,,,"The occupants seat row in the motor vehicle prior to the first event in the sequence of events.","mmucc_2","OccupantSeatRowCodeType","mmucc_2:OccupantSeatRowCodeType",,,
"scr","OccupationCategoryCode","scr:OccupationCategoryCode",1,0,"","Supermodel, Farmer, Construction Worker","","A kind of occupation.","scr","OccupationCategoryCodeType","scr:OccupationCategoryCodeType",,,
"intel","OccupationName","intel:OccupationName",1,0,"","taxi driver, chef, scientist","","Name of occupation.","nc","TextType","nc:TextType",,,
"cbrn","occupiedIndicator","cbrn:occupiedIndicator",0,0,"","","","True if the encounter device was occupied when a measurement was made; i.e., the measurement was taken on a real item seeking to determine if a radiological source was present.  False otherwise.  If the encounter device does not have occupancy sensor(s), this element should not be used.","xsd","boolean","xsd:boolean",,,
"nc","OdometerReadingMeasure","nc:OdometerReadingMeasure",1,0,,,,"A measure of elapsed distance traveled as determined by an odometer.","nc","OdometerReadingMeasureType","nc:OdometerReadingMeasureType",,,
"fs","Offense","fs:Offense",1,0,"","","","Applied augmentation for type j:OffenseType","fs","OffenseType","fs:OffenseType","j","Offense","j:Offense"
"j","Offense","j:Offense",1,0,"","","","An act or a course of action which may constitute a violation of a criminal statute, ordinance or rule that occurred during an incident.","j","OffenseType","j:OffenseType",,,
"j","OffenseArrestAssociation","j:OffenseArrestAssociation",1,0,"","","","A relationship between an offense and the arrest of a subject alleged to have committed the offense.","j","OffenseArrestAssociationType","j:OffenseArrestAssociationType",,,
"j","OffenseAttemptedIndicator","j:OffenseAttemptedIndicator",1,0,"","","","True if an offense was attempted but not completed; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"fs","OffenseAugmentation","fs:OffenseAugmentation",1,0,"","","","Additional information about an offense.","fs","OffenseAugmentationType","fs:OffenseAugmentationType",,,
"j","OffenseCargoTheftIndicator","j:OffenseCargoTheftIndicator",1,0,"","","","True if an offense involves the criminal taking of any cargo that constitutes, in whole or in part, a commercial shipment of freight moving in commerce; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","OffenseCategory","j:OffenseCategory",1,1,"","","","A kind of offense.",,,,,,
"j","OffenseCategoryCode","j:OffenseCategoryCode",1,0,"","","","A kind of offense.","fbi","CriminalActivityCategoryCodeType","fbi:CriminalActivityCategoryCodeType","j","OffenseCategory","j:OffenseCategory"
"j","OffenseCategoryText","j:OffenseCategoryText",1,0,"","","","A kind of offense.","nc","TextType","nc:TextType","j","OffenseCategory","j:OffenseCategory"
"j","OffenseChargeAssociation","j:OffenseChargeAssociation",1,0,"","","","A relationship between an offense that occurred and the formal charge that was assigned to it as a result of classifying the offense.","j","OffenseChargeAssociationType","j:OffenseChargeAssociationType",,,
"j","OffenseCitationAssociation","j:OffenseCitationAssociation",1,0,"","","","A relationship describing an offense that occurred and a subsequent citation that was issued as a result.","j","OffenseCitationAssociationType","j:OffenseCitationAssociationType",,,
"j","OffenseDesignation","j:OffenseDesignation",1,1,"","","","A distinguishing designation of an offense.",,,,,,
"j","OffenseDispositionAssociation","j:OffenseDispositionAssociation",1,0,"","","","A relationship between an offense and the outcome of an activity that was triggered by the offense being committed in the first place.","j","OffenseDispositionAssociationType","j:OffenseDispositionAssociationType",,,
"j","OffenseDomesticViolenceIndicator","j:OffenseDomesticViolenceIndicator",1,0,"","","","True if an offense involves the infliction of physical injury, or the creation of a reasonable fear that physical injury or harm will be inflicted, by a parent or member or former member of a child's household, against a child or against another member of the household; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","OffenseEntryPoint","j:OffenseEntryPoint",1,0,"","","","A point of entry to a location or structure involved in an offense.","j","PassagePointType","j:PassagePointType",,,
"j","OffenseEvidenceHeldIndicator","j:OffenseEvidenceHeldIndicator",1,0,"","","","True if evidence was held due to an offense; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","OffenseExitPoint","j:OffenseExitPoint",1,0,"","","","A point of exit to a location or structure involved in an offense.","j","PassagePointType","j:PassagePointType",,,
"j","OffenseFactor","j:OffenseFactor",1,0,"","","","A set of details about a circumstance or factor that has an effect on an offense.","j","OffenseFactorType","j:OffenseFactorType",,,
"j","OffenseFactorBiasMotivationCauseCode","j:OffenseFactorBiasMotivationCauseCode",1,0,"","","","A designation of a bias cause factor that motivated a person to commit an offense.","niem-xsd","string","niem-xsd:string","j","OffenseFactorDesignation","j:OffenseFactorDesignation"
"j","OffenseFactorBiasMotivationCode","j:OffenseFactorBiasMotivationCode",1,0,"","","","A designation for a bias factor that motivated a person to commit an offense.","fbi","IncidentBiasMotivationCodeType","fbi:IncidentBiasMotivationCodeType","j","OffenseFactorDesignation","j:OffenseFactorDesignation"
"j","OffenseFactorCode","j:OffenseFactorCode",1,0,"","","","An offense factor designation.","fbi","IncidentFactorCodeType","fbi:IncidentFactorCodeType","j","OffenseFactorDesignation","j:OffenseFactorDesignation"
"j","OffenseFactorDescriptionText","j:OffenseFactorDescriptionText",1,0,"","","","A description of an offense factor.","nc","TextType","nc:TextType",,,
"j","OffenseFactorDesignation","j:OffenseFactorDesignation",1,1,"","","","An offense factor designation.",,,,,,
"j","OffenseFactorJustifiableHomicideCode","j:OffenseFactorJustifiableHomicideCode",1,0,"","","","A designation of a justifiable homicide offense factor.","fbi","JustifiableHomicideFactorsCodeType","fbi:JustifiableHomicideFactorsCodeType","j","OffenseFactorDesignation","j:OffenseFactorDesignation"
"j","OffenseFactorKnownIndicator","j:OffenseFactorKnownIndicator",1,0,"","","","True if a factor for an offense is known to be true; false if it is suspected, estimated, or otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","OffenseFactorNIBRSAggravatedAssaultHomicideCode","j:OffenseFactorNIBRSAggravatedAssaultHomicideCode",1,0,"","","","A designation for an aggravated assault or homicide offense factor.","fbi","AggravatedAssaultHomicideFactorsCodeType","fbi:AggravatedAssaultHomicideFactorsCodeType","j","OffenseFactorDesignation","j:OffenseFactorDesignation"
"j","OffenseFactorText","j:OffenseFactorText",1,0,"","","","An offense factor designation.","nc","TextType","nc:TextType","j","OffenseFactorDesignation","j:OffenseFactorDesignation"
"j","OffenseFamilyMemberIndicator","j:OffenseFamilyMemberIndicator",1,0,"","","","True if an offense was against a family member and by statute is not considered to be domestic violence; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","OffenseForce","j:OffenseForce",1,0,"","","","A force used during an offense, whether physical or aided by a tool or weapon.","j","ForceType","j:ForceType",,,
"j","OffenseGangInvolvementIndicator","j:OffenseGangInvolvementIndicator",1,0,"","","","True if a gang is involved in an offense; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","OffenseHomeInvasionIndicator","j:OffenseHomeInvasionIndicator",1,0,"","","","True if offense involves entering a private and occupied dwelling, with the intent of committing a crime, often while threatening the resident of the dwelling; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","OffenseIdentityTheftIndicator","j:OffenseIdentityTheftIndicator",1,0,"","","","True if an offense involves use of identity information of another person, fraudulently and without permission to obtain money, goods, services, or false official documents; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","OffenseIncidentAssociation","j:OffenseIncidentAssociation",1,0,"","","","A relationship between an offense and the incident during which the offense is to have been committed.","j","OffenseIncidentAssociationType","j:OffenseIncidentAssociationType",,,
"j","OffenseItemAssociation","j:OffenseItemAssociation",1,0,"","","","A relationship of a general nature between an offense that was committed and an article or thing.","j","OffenseItemAssociationType","j:OffenseItemAssociationType",,,
"j","OffenseJuvenileIndicator","j:OffenseJuvenileIndicator",1,0,"","","","True if the offense was committed by a juvenile; False otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","OffenseLevel","j:OffenseLevel",1,1,"","","","A level of an offense, such as a felony or misdemeanor.",,,,,,
"j","OffenseLevelText","j:OffenseLevelText",1,0,"","","","A level of an offense, such as a felony or misdemeanor.","nc","TextType","nc:TextType","j","OffenseLevel","j:OffenseLevel"
"j","OffenseLocationAssociation","j:OffenseLocationAssociation",1,0,"","","","A relationship between an offense and a location at which the offense occurred.","j","OffenseLocationAssociationType","j:OffenseLocationAssociationType",,,
"j","OffenseName","j:OffenseName",1,0,"","","","An offense designation.","nc","TextType","nc:TextType","j","OffenseDesignation","j:OffenseDesignation"
"j","OffenseNCICCode","j:OffenseNCICCode",1,0,"","","","An offense designation as specified by FBI's National Crime Information Center (NCIC) system.","fbi","OFFCodeType","fbi:OFFCodeType","j","OffenseDesignation","j:OffenseDesignation"
"j","OffenseNDExCode","j:OffenseNDExCode",1,0,"","","","An offense designation as specified by FBI's National Data Exchange (N-DEx) program.","niem-xsd","string","niem-xsd:string","j","OffenseDesignation","j:OffenseDesignation"
"j","OffenseQualifier","j:OffenseQualifier",1,1,"","","","A set of details that further characterizes an offense.",,,,,,
"j","OffenseQualifierText","j:OffenseQualifierText",1,0,"","","","A set of details that further characterizes an offense.","nc","TextType","nc:TextType","j","OffenseQualifier","j:OffenseQualifier"
"j","OffenseRacketeerInfluencedAndCorruptOrganizationsActIndicator","j:OffenseRacketeerInfluencedAndCorruptOrganizationsActIndicator",1,0,"","","","True if a Racketeer Influenced and Corrupt Organizations Act (RICO) Act or 'little RICO Act' applicable offense; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","OffenseSeverityLevelText","j:OffenseSeverityLevelText",1,0,"","","","A description of the level of severity of an offense.","nc","TextType","nc:TextType",,,
"j","OffenseStructuresEnteredQuantity","j:OffenseStructuresEnteredQuantity",1,0,"","","","A number of structures or premises entered by the subject during an offense.","nc","QuantityType","nc:QuantityType",,,
"j","OffenseSubjectAssociation","j:OffenseSubjectAssociation",1,0,"","","","A relationship between an offense that was committed and the subject alleged to have committed that offense.","j","OffenseSubjectAssociationType","j:OffenseSubjectAssociationType",,,
"j","OffenseTerrorismIndicator","j:OffenseTerrorismIndicator",1,0,"","","","True if an offense involves the use of force or violence against persons or property to intimidate or coerce a Government, the civilian population, or any segment thereof, in furtherance of political or social objectives; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","OffenseUCRCode","j:OffenseUCRCode",1,0,"","","","An offense designation as specified by FBI's Uniform Crime Reporting (UCR) program.","ucr","OffenseCodeType","ucr:OffenseCodeType","j","OffenseDesignation","j:OffenseDesignation"
"j","OffenseUnderInfluenceIndicator","j:OffenseUnderInfluenceIndicator",1,0,"","","","True if the offense was committed by an individual was under the influence of a controlled substance; False otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","OffenseVictimAssociation","j:OffenseVictimAssociation",1,0,"","","","A relationship between an offense that was committed and an entity that was adversely affected by that offense.","j","OffenseVictimAssociationType","j:OffenseVictimAssociationType",,,
"j","OffenseViolatedStatute","j:OffenseViolatedStatute",1,0,"","","","A set of details about a statute, rule, or ordinance that was violated as a result of an offense.","j","StatuteType","j:StatuteType",,,
"j","OffenseWitnessAssociation","j:OffenseWitnessAssociation",1,0,"","","","A relationship between an offense that was committed and a person that observed the offense being committed.","j","OffenseWitnessAssociationType","j:OffenseWitnessAssociationType",,,
"j","OfferedPlea","j:OfferedPlea",1,0,,,,"An original plea offered by a defendant in relation to a charge.","j","PleaType","j:PleaType",,,
"cbrn","OffsetXValue","cbrn:OffsetXValue",1,0,"","","","Value of the X dimension offset from the origin.","niem-xsd","decimal","niem-xsd:decimal",,,
"cbrn","OffsetYValue","cbrn:OffsetYValue",1,0,"","","","Value of the Y dimension offset from the origin.","niem-xsd","decimal","niem-xsd:decimal",,,
"cbrn","OffsetZValue","cbrn:OffsetZValue",1,0,"","","","Value of the Z dimension offset from the origin.","niem-xsd","decimal","niem-xsd:decimal",,,
"ansi-nist","OperatingManualCount","ansi-nist:OperatingManualCount",1,0,,,,"The number of Operating Manuals needed.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"it","OperatingOrgName","it:OperatingOrgName",1,0,"","","","Name of the organization that operates a site.","nc","ProperNameTextType","nc:ProperNameTextType",,,
"cbrn","OperationalIndicator","cbrn:OperationalIndicator",1,0,"","","","True if the encounter device is operational; false otherwise. Indicates the operational status of an encounter device.","niem-xsd","boolean","niem-xsd:boolean",,,
"fs","Organization","fs:Organization",1,0,"","","","Applied augmentation for type nc:OrganizationType","fs","OrganizationType","fs:OrganizationType","nc","Organization","nc:Organization"
"j","Organization","j:Organization",1,0,"","","","Applied augmentation for type nc:OrganizationType","j","OrganizationType","j:OrganizationType","nc","Organization","nc:Organization"
"nc","Organization","nc:Organization",1,0,,,,"A unit which conducts some sort of business or operations.","nc","OrganizationType","nc:OrganizationType",,,
"scr","Organization","scr:Organization",1,0,"","","","Applied augmentation for type nc:OrganizationType","scr","OrganizationType","scr:OrganizationType","nc","Organization","nc:Organization"
