"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"j","IncidentOfficialPresentIndicator","j:IncidentOfficialPresentIndicator",1,0,,,,"True if an official was present when an incident occurred; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"scr","IncidentPersonEncounterAssociation","scr:IncidentPersonEncounterAssociation",1,0,,,,"An association between INCIDENT and PERSON ENCOUNTER REL","scr","IncidentPersonEncounterAssociationType","scr:IncidentPersonEncounterAssociationType",,,
"j","IncidentPrintsRequestedIndicator","j:IncidentPrintsRequestedIndicator",1,0,,,,"True if a request was made to gather fingerprints; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","IncidentPropertyDisposition","j:IncidentPropertyDisposition",1,0,,,,"Details about what happened to a property item after an incident.","nc","ItemDispositionType","nc:ItemDispositionType",,,
"j","IncidentRecoveredProperty","j:IncidentRecoveredProperty",1,0,,,,"A property item that was found or recovered in an incident.","nc","PropertyType","nc:PropertyType",,,
"j","IncidentRecoveredVehicleQuantity","j:IncidentRecoveredVehicleQuantity",1,0,,,,"A number of motor vehicle recovered from an incident.","nc","QuantityType","nc:QuantityType",,,
"nc","IncidentReportedNarrative","nc:IncidentReportedNarrative",1,0,,,,"A document containing an account of the events that transpired in an incident.","nc","DocumentType","nc:DocumentType",,,
"j","IncidentReportingOfficial","j:IncidentReportingOfficial",1,0,,,,"A peace official that submitted an incident report in an incident.","j","EnforcementOfficialType","j:EnforcementOfficialType",,,
"j","IncidentResponseOfficial","j:IncidentResponseOfficial",1,0,,,,"A peace official that responded to an incident.","j","EnforcementOfficialType","j:EnforcementOfficialType",,,
"j","IncidentResponseOrganization","j:IncidentResponseOrganization",1,0,,,,"An organization or agency that responded to an incident.","nc","OrganizationType","nc:OrganizationType",,,
"j","IncidentSeizedProperty","j:IncidentSeizedProperty",1,0,,,,"A property item that was removed by an official in an incident.","nc","PropertyType","nc:PropertyType",,,
"j","IncidentServiceCall","j:IncidentServiceCall",1,0,,,,"An identifier issued by an organization to track calls for service or an observation by an organization employee.","j","ServiceCallType","j:ServiceCallType",,,
"j","IncidentSourceText","j:IncidentSourceText",1,0,"","shipment, military, telecommunication system","Includes only items and locations not included in property and location type.","An item or location from which something was stolen.","nc","TextType","nc:TextType",,,
"j","IncidentStolenProperty","j:IncidentStolenProperty",1,0,,,,"A property item that was stolen in an incident.","nc","PropertyType","nc:PropertyType",,,
"j","IncidentStolenVehicleQuantity","j:IncidentStolenVehicleQuantity",1,0,,,,"A number of motor vehicles stolen in an incident.","nc","QuantityType","nc:QuantityType",,,
"j","IncidentStructuresEnteredQuantity","j:IncidentStructuresEnteredQuantity",1,0,,,,"A number of structures or premises entered by the subject during an incident.","nc","QuantityType","nc:QuantityType",,,
"j","IncidentSubject","j:IncidentSubject",1,0,,,,"A person whose actions caused an incident.","j","SubjectType","j:SubjectType",,,
"j","IncidentSubjectOrganization","j:IncidentSubjectOrganization",1,0,,,,"An organization (possibly a criminal organization) whose actions caused an incident.","nc","OrganizationType","nc:OrganizationType",,,
"j","IncidentSubjectWeapon","j:IncidentSubjectWeapon",1,0,,,,"A weapon used or possessed by a subject in an incident.","nc","PropertyType","nc:PropertyType",,,
"j","IncidentSupervisingOfficial","j:IncidentSupervisingOfficial",1,0,,,,"An enforcement supervisor responsible for, or present at, an incident.","j","EnforcementOfficialType","j:EnforcementOfficialType",,,
"j","IncidentSurroundingLocation","j:IncidentSurroundingLocation",1,0,,,,"An area surrounding a location where an incident occurred.","nc","LocationType","nc:LocationType",,,
"j","IncidentTarget","j:IncidentTarget",1,0,,,,"An entity that was an intended recipient of a subject&apos;s actions involved in an incident.","j","TargetType","j:TargetType",,,
"j","IncidentTrafficAccidentInvolvedIndicator","j:IncidentTrafficAccidentInvolvedIndicator",1,0,,,,"True if an incident involved a traffic accident; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","IncidentUnknownAssociationPersonAssociation","j:IncidentUnknownAssociationPersonAssociation",1,0,,,,"An association between an incident and a person with an unknown link to that incident.","nc","ActivityPersonAssociationType","nc:ActivityPersonAssociationType",,,
"nc","IncidentVehicleAssociation","nc:IncidentVehicleAssociation",1,0,"","","","An association between an incident and a vehicle.","nc","ActivityConveyanceAssociationType","nc:ActivityConveyanceAssociationType",,,
"j","IncidentVictim","j:IncidentVictim",1,0,,,,"A person that was negatively affected in an incident.","j","VictimType","j:VictimType",,,
"j","IncidentViolatedStatuteAssociation","j:IncidentViolatedStatuteAssociation",1,0,,,,"Details about a statute, rule, or ordinance that was violated in an incident.","j","ViolatedStatuteAssociationType","j:ViolatedStatuteAssociationType",,,
"j","IncidentWeaponInvolvedIndicator","j:IncidentWeaponInvolvedIndicator",1,0,,,,"True if a weapon was used in an incident; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","IncidentWeatherCode","j:IncidentWeatherCode",1,0,"","","","A weather conditions at the time of an incident.","itis","WeatherConditionsCodeType","itis:WeatherConditionsCodeType",,,
"j","IncidentWitness","j:IncidentWitness",1,0,,,,"A person who observed or has knowledge of an incident.","j","WitnessType","j:WitnessType",,,
"em","InfectiousDiseasesServiceCoverageStatusCode","em:InfectiousDiseasesServiceCoverageStatusCode",1,0,,,,"The availability of infectious diseases services. ","have","AvailabilityStatusCodeType","have:AvailabilityStatusCodeType",,,
"j","InformationSourceCategoryCode","j:InformationSourceCategoryCode",1,0,,,,"Source of Information for the crash report.","mmucc_2","InformationSourceCategoryCodeType","mmucc_2:InformationSourceCategoryCodeType",,,
"j","Infraction","j:Infraction",1,0,,,,"An offense punishable by a fine or other penalty, but not by incarceration.","nc","IncidentType","nc:IncidentType",,,
"j","InitialImpactAreaCode","j:InitialImpactAreaCode",1,0,,,,"The area of the motor vehicle that received the initial impact.","mmucc_2","ImpactAreaCodeType","mmucc_2:ImpactAreaCodeType",,,
"j","InjuredTransportationSourceCode","j:InjuredTransportationSourceCode",1,0,,,,"Type of transport to the medical facility receiving the patient.","mmucc_2","InjuredTransportationSourceCodeType","mmucc_2:InjuredTransportationSourceCodeType",,,
"nc","Injury","nc:Injury",1,0,"","","","A form of physical harm or damage sustained by a person.","nc","InjuryType","nc:InjuryType",,,
"j","InjuryAugmentation","j:InjuryAugmentation",1,0,"","","","Additional information about an injury.","j","InjuryAugmentationType","j:InjuryAugmentationType",,,
"j","InjuryCategoryCode","j:InjuryCategoryCode",1,0,"","","","A general category of harm or injury.","fbi","InjuryCategoryCodeType","fbi:InjuryCategoryCodeType",,,
"nc","InjuryCategoryText","nc:InjuryCategoryText",1,0,,,,"A kind of harm or injury.","nc","TextType","nc:TextType",,,
"nc","InjuryCauser","nc:InjuryCauser",1,1,"","","","A causer of an injury.",,,,,,
"j","InjuryCauserForce","j:InjuryCauserForce",1,0,,,,"A causer of an injury.","j","ForceType","j:ForceType","nc","InjuryCauser","nc:InjuryCauser"
"nc","InjuryCauserPerson","nc:InjuryCauserPerson",1,0,,,,"A person who caused an injury.","nc","PersonType","nc:PersonType","nc","InjuryCauser","nc:InjuryCauser"
"nc","InjuryDate","nc:InjuryDate",1,0,,,,"A date on which an injury occurred.","nc","DateType","nc:DateType",,,
"nc","InjuryDescriptionText","nc:InjuryDescriptionText",1,0,,,,"A description of an injury.","nc","TextType","nc:TextType",,,
"nc","InjuryLocationText","nc:InjuryLocationText",1,0,,,,"A place on the body of a person where an injury occurred.","nc","TextType","nc:TextType",,,
"nc","InjurySeverityText","nc:InjurySeverityText",1,0,,,,"A degree of the seriousness or intensity of an injury.","nc","TextType","nc:TextType",,,
"nc","InjurySustainer","nc:InjurySustainer",1,0,,,,"A person who receives or sustains an injury.","nc","PersonType","nc:PersonType",,,
"nc","InjuryTreatmentEndDate","nc:InjuryTreatmentEndDate",1,0,,,,"A date on which care for an injury ended.","nc","DateType","nc:DateType",,,
"nc","InjuryTreatmentProvider","nc:InjuryTreatmentProvider",1,0,,"hospital, doctor, physician, nurse",,"An entity which provided care for an injury.","nc","EntityType","nc:EntityType",,,
"nc","InjuryTreatmentStartDate","nc:InjuryTreatmentStartDate",1,0,,,,"A date on which care for an injury began.","nc","DateType","nc:DateType",,,
"nc","InjuryTreatmentText","nc:InjuryTreatmentText",1,0,,,,"A provision of care intended to treat or heal an injury.","nc","TextType","nc:TextType",,,
"im","InmateNumber","im:InmateNumber",1,0,,,,"The number assigned to the alien by the detention facility.","nc","TextType","nc:TextType",,,
"scr","InmateNumber","scr:InmateNumber",1,0,,,,"The number assigned to the DETENTION by the detention facility.","nc","TextType","nc:TextType",,,
"scr","INSLookoutIndicator","scr:INSLookoutIndicator",1,0,,,,"An indicator that indicates whether or not the COUNTRY is on the DHS list as a potential threat to the United States.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","InstantMessengerClientName","nc:InstantMessengerClientName",1,0,"","AOL instant messenger, AIM, Skype, Google Talk, iChat, ICQ, Jabber, Yahoo! Messenger, Windows Live Messenger","","A name of an instant messaging program.","nc","TextType","nc:TextType",,,
"nc","InstantMessengerScreenID","nc:InstantMessengerScreenID",1,0,"user name, screen handle, handle, user handle","","","An account identifier used to reference a person or organization within an instant messaging system. ","niem-xsd","string","niem-xsd:string",,,
"nc","Insurance","nc:Insurance",1,0,,,,"A coverage by a contract whereby one party agrees to indemnify or guarantee another against loss by a specified contingent event or peril.","nc","InsuranceType","nc:InsuranceType",,,
"nc","InsuranceActiveIndicator","nc:InsuranceActiveIndicator",1,0,,,,"True if an insurance policy is active; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","InsuranceCancellationDate","nc:InsuranceCancellationDate",1,0,,,,"A date an insurance policy is voided or revoked.","nc","DateType","nc:DateType",,,
"nc","InsuranceCarrierIdentification","nc:InsuranceCarrierIdentification",1,0,,,,"An identification of a company which underwrites an insurance policy.","nc","IdentificationType","nc:IdentificationType",,,
"nc","InsuranceCarrierName","nc:InsuranceCarrierName",1,0,,,,"A name of a company which underwrites an insurance policy.","nc","TextType","nc:TextType",,,
"nc","InsuranceCertifiedDate","nc:InsuranceCertifiedDate",1,0,,,"This could be the date a driver with a future proof requirement was certified as having the necessary automobile liability coverage","A date a person is certified as having the necessary insurance coverage.","nc","DateType","nc:DateType",,,
"nc","InsuranceCoverageCategory","nc:InsuranceCoverageCategory",1,1,,,,"A kind of insurance coverage.",,,,,,
"nc","InsuranceCoverageCategoryCode","nc:InsuranceCoverageCategoryCode",1,0,,,,"A kind of insurance coverage.","ansi_d20","InsuranceCoverageCategoryCodeType","ansi_d20:InsuranceCoverageCategoryCodeType","nc","InsuranceCoverageCategory","nc:InsuranceCoverageCategory"
"nc","InsuranceCoverageCategoryText","nc:InsuranceCoverageCategoryText",1,0,,,,"A kind of insurance coverage.","nc","TextType","nc:TextType","nc","InsuranceCoverageCategory","nc:InsuranceCoverageCategory"
"nc","InsuranceCoveredProperty","nc:InsuranceCoveredProperty",1,0,,,,"A property item that is covered by an insurance policy.","nc","PropertyType","nc:PropertyType",,,
"nc","InsuranceEffectiveDate","nc:InsuranceEffectiveDate",1,0,,,,"A date an insurance policy coverage takes effect.","nc","DateType","nc:DateType",,,
"nc","InsuranceEndDate","nc:InsuranceEndDate",1,0,,,,"A date after which an insurance policy coverage is no longer in effect.","nc","DateType","nc:DateType",,,
"nc","InsurancePersonalIndicator","nc:InsurancePersonalIndicator",1,0,,,,"True if an insurance coverage is for a personal use; false if it is for commercial or corporate use.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","InsurancePolicyHolder","nc:InsurancePolicyHolder",1,0,,,,"An entity which holds an insurance policy for a property item.","nc","EntityType","nc:EntityType",,,
"nc","InsurancePolicyIdentification","nc:InsurancePolicyIdentification",1,0,"policy number",,,"An identification assigned to an insurance policy by an insurance carrier.","nc","IdentificationType","nc:IdentificationType",,,
"nc","IntangibleItem","nc:IntangibleItem",1,0,,,,"An intellectual property item.","nc","IntangibleItemType","nc:IntangibleItemType",,,
"nc","IntellectualItemBusinessAreaText","nc:IntellectualItemBusinessAreaText",1,0,,"information technology",,"A business or functional area in which an intellectual item is useful.","nc","TextType","nc:TextType",,,
"nc","IntellectualProperty","nc:IntellectualProperty",1,0,,,,"A property that results from original thought or creativity.","nc","IntellectualPropertyType","nc:IntellectualPropertyType",,,
"nc","IntellectualPropertyCreationDate","nc:IntellectualPropertyCreationDate",1,0,,,,"A date that a piece of intellectual property came into existence.","nc","DateType","nc:DateType",,,
"nc","IntellectualPropertyCreationEventText","nc:IntellectualPropertyCreationEventText",1,0,,,"This could be a system becoming operational.","An event that led to the creation of intellectual property.","nc","TextType","nc:TextType",,,
"nc","IntellectualPropertyRegistrationDate","nc:IntellectualPropertyRegistrationDate",1,0,"copyright date",,,"A date when intellectual property rights began for the registered owner.","nc","DateType","nc:DateType",,,
"nc","IntellectualPropertyRegistrationIdentification","nc:IntellectualPropertyRegistrationIdentification",1,0,"patent registration number",,,"An identification of a piece of intellectual property.","nc","IdentificationType","nc:IdentificationType",,,
"nc","IntellectualPropertyTerminationDate","nc:IntellectualPropertyTerminationDate",1,0,,,,"A date when intellectual property is destroyed and/or property or registration rights cease to exist.","nc","DateType","nc:DateType",,,
"nc","IntellectualPropertyTerminationEventText","nc:IntellectualPropertyTerminationEventText",1,0,,,,"An event that led to the destruction of a piece of intellectual property and/or the termination of registration rights.","nc","TextType","nc:TextType",,,
"j","IntelligenceInformationIndicator","j:IntelligenceInformationIndicator",1,0,,,,"True if the information specified is intelligence information; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"it","IntermediateCarrier","it:IntermediateCarrier",1,0,,,,"","nc","OrganizationType","nc:OrganizationType",,,
"it","IntermediateConsignee","it:IntermediateConsignee",1,0,,,,"","nc","OrganizationType","nc:OrganizationType",,,
"scr","InternationalNumberIndicator","scr:InternationalNumberIndicator",1,0,,,,"An indicator indicating whether the number for the PHONE is an international number.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","InternationalTelephoneNumber","nc:InternationalTelephoneNumber",1,0,,,,"An international telephone number.","nc","InternationalTelephoneNumberType","nc:InternationalTelephoneNumberType","nc","TelephoneNumberRepresentation","nc:TelephoneNumberRepresentation"
"addr","IntersectionAddress","addr:IntersectionAddress",1,0,,,,"",,,,,,
"geo","IntersectionAddress","geo:IntersectionAddress",1,0,,,,"An address specified by the names of two thoroughfare addresses.","geo","IntersectionAddressType","geo:IntersectionAddressType","geo","AnyThoroughfareAddress","geo:AnyThoroughfareAddress"
"j","IntersectionCategoryCode","j:IntersectionCategoryCode",1,0,,,,"An intersection consists of two or more roadways.","mmucc_2","IntersectionCategoryCodeType","mmucc_2:IntersectionCategoryCodeType",,,
"scr","InterviewEncounter","scr:InterviewEncounter",1,0,,,,"A meeting between one or more representatives of an agency of the Department of Homeland Security (DHS) and a PERSON to discuss an ENCOUNTER.","scr","InterviewEncounterType","scr:InterviewEncounterType",,,
"scr","InterviewStatement","scr:InterviewStatement",1,0,,,,"A DOCUMENT resulting from a meeting between a representative of an agency of the Department of Homeland Security (DHS) and an individual.","scr","InterviewStatementType","scr:InterviewStatementType",,,
"nc","Intoxication","nc:Intoxication",1,0,,,,"A physiological state of a person due to the presence of drugs, alcohol, or another toxic substance.","nc","IntoxicationType","nc:IntoxicationType",,,
"nc","IntoxicationAlcoholInvolvedIndicator","nc:IntoxicationAlcoholInvolvedIndicator",1,0,,,,"True if alcohol contributed to the intoxication of a person; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","IntoxicationDrugInvolvedIndicator","nc:IntoxicationDrugInvolvedIndicator",1,0,,,,"True if a drug contributed to the intoxication of a person; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","IntoxicationIntoxicantCategory","nc:IntoxicationIntoxicantCategory",1,1,,,,"A kind of substance by which a person is intoxicated.",,,,,,
"nc","IntoxicationIntoxicantCategoryCode","nc:IntoxicationIntoxicantCategoryCode",1,0,,,,"A kind of substance by which a person is intoxicated.","fbi","DrugCategoryCodeType","fbi:DrugCategoryCodeType","nc","IntoxicationIntoxicantCategory","nc:IntoxicationIntoxicantCategory"
"nc","IntoxicationIntoxicantCategoryText","nc:IntoxicationIntoxicantCategoryText",1,0,,,,"A kind of substance by which a person is intoxicated.","nc","TextType","nc:TextType","nc","IntoxicationIntoxicantCategory","nc:IntoxicationIntoxicantCategory"
"nc","IntoxicationIntoxicantIllegalIndicator","nc:IntoxicationIntoxicantIllegalIndicator",1,0,,,,"True if a substance that contributed to the intoxication of a person was illegal at the time and location of the event; false if it was legal.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","IntoxicationLevelText","nc:IntoxicationLevelText",1,0,,,,"A degree to which a person is intoxicated or under the influence of a substance.","nc","TextType","nc:TextType",,,
"nc","IntoxicationOverLimitIndicator","nc:IntoxicationOverLimitIndicator",1,0,,,,"True if the quantity of an intoxicating substance in the system of a person is over the legal limit; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","IntoxicationRelatedActivity","nc:IntoxicationRelatedActivity",1,0,,,,"An activity in which the intoxication of a person was suspected or measured.","nc","ActivityType","nc:ActivityType",,,
"nc","IntoxicationTestCategoryText","nc:IntoxicationTestCategoryText",1,0,,,,"A kind of test performed to determine the nature and/or level of intoxication of a person.","nc","TextType","nc:TextType",,,
"nc","IntoxicationTestDate","nc:IntoxicationTestDate",1,0,,,,"A date a test of intoxication was performed.","nc","DateType","nc:DateType",,,
"nc","IntoxicationTestDescriptionText","nc:IntoxicationTestDescriptionText",1,0,,,,"A description of a test performed to determine the nature and/or level of intoxication of a person.","nc","TextType","nc:TextType",,,
"nc","IntoxicationTester","nc:IntoxicationTester",1,0,,,,"An entity which administers a test to determine the intoxication of a person.","nc","EntityType","nc:EntityType",,,
"em","InventoryRefreshDate","em:InventoryRefreshDate",1,0,,,,"Date that resource inventory counts were last updated","niem-xsd","dateTime","niem-xsd:dateTime",,,
"ansi-nist","IrisEyeColorAttributeCode","ansi-nist:IrisEyeColorAttributeCode",1,0,,,,"Table 22, eye color code.","ansi-nist","SECCodeType","ansi-nist:SECCodeType",,,
"ansi-nist","IrisEyePosition","ansi-nist:IrisEyePosition",1,1,,,,"Designates which eye is represented by the image.",,,,,,
"ansi-nist","IrisEyePositionCode","ansi-nist:IrisEyePositionCode",1,0,,,,"Designates which eye is represented by the image.","ansi-nist","FIDCodeType","ansi-nist:FIDCodeType","ansi-nist","IrisEyePosition","ansi-nist:IrisEyePosition"
"ansi-nist","IrisEyePositionText","ansi-nist:IrisEyePositionText",1,0,,,,"Which eye is represented by the text.","nc","TextType","nc:TextType","ansi-nist","IrisEyePosition","ansi-nist:IrisEyePosition"
"ansi-nist","IrisEyeRotationAngleMeasure","ansi-nist:IrisEyeRotationAngleMeasure",1,0,,,,"The rotation angle of the image.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"ansi-nist","IrisEyeRotationUncertaintyValueText","ansi-nist:IrisEyeRotationUncertaintyValueText",1,0,,,,"Image rotation uncertainty.","nc","TextType","nc:TextType",,,
"ansi-nist","IrisImage","ansi-nist:IrisImage",1,0,,,,"","ansi-nist","IrisImageType","ansi-nist:IrisImageType","ansi-nist","RecordImage","ansi-nist:RecordImage"
"ansi-nist","IrisImageAcquisitionLightingSpectrumValue","ansi-nist:IrisImageAcquisitionLightingSpectrumValue",1,0,,,,"Indicates the lighting spectrum used in capturing the iris image.","ansi-nist","ALSCodeType","ansi-nist:ALSCodeType",,,
"ansi-nist","IrisImageCapture","ansi-nist:IrisImageCapture",1,0,,,,"","ansi-nist","IrisImageCaptureType","ansi-nist:IrisImageCaptureType",,,
"ansi-nist","IrisImageHorizontalOrientation","ansi-nist:IrisImageHorizontalOrientation",1,1,,,,"Indicates the horizontal orientation of an image.",,,,,,
"ansi-nist","IrisImageHorizontalOrientationCode","ansi-nist:IrisImageHorizontalOrientationCode",1,0,,,,"Indicates the horizontal orientation of an image.","ansi-nist","IOCCodeType","ansi-nist:IOCCodeType","ansi-nist","IrisImageHorizontalOrientation","ansi-nist:IrisImageHorizontalOrientation"
"ansi-nist","IrisImageHorizontalOrientationText","ansi-nist:IrisImageHorizontalOrientationText",1,0,,,,"Indicates the horizontal orientation of an image.","nc","TextType","nc:TextType","ansi-nist","IrisImageHorizontalOrientation","ansi-nist:IrisImageHorizontalOrientation"
"ansi-nist","IrisImageScanCategory","ansi-nist:IrisImageScanCategory",1,1,,,,"Criteria under which the image was captured.",,,,,,
"ansi-nist","IrisImageScanCategoryCode","ansi-nist:IrisImageScanCategoryCode",1,0,,,,"Iris image scan type code.","ansi-nist","ICTCodeType","ansi-nist:ICTCodeType","ansi-nist","IrisImageScanCategory","ansi-nist:IrisImageScanCategory"
"ansi-nist","IrisImageScanCategoryText","ansi-nist:IrisImageScanCategoryText",1,0,,,,"Criteria under which the image was captured.","nc","TextType","nc:TextType","ansi-nist","IrisImageScanCategory","ansi-nist:IrisImageScanCategory"
"ansi-nist","IrisImageVerticalOrientation","ansi-nist:IrisImageVerticalOrientation",1,1,,,,"Indicates the vertical orientation of an image.",,,,,,
"ansi-nist","IrisImageVerticalOrientationCode","ansi-nist:IrisImageVerticalOrientationCode",1,0,,,,"Indicates the vertical orientation of an image.","ansi-nist","IOCCodeType","ansi-nist:IOCCodeType","ansi-nist","IrisImageVerticalOrientation","ansi-nist:IrisImageVerticalOrientation"
"ansi-nist","IrisImageVerticalOrientationText","ansi-nist:IrisImageVerticalOrientationText",1,0,,,,"Indicates the vertical orientation of an image.","nc","TextType","nc:TextType","ansi-nist","IrisImageVerticalOrientation","ansi-nist:IrisImageVerticalOrientation"
"im","IsNewIndicator","im:IsNewIndicator",1,0,,,,"True if the alien student is new; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"ex","iso_10303_28","ex:iso_10303_28",1,1,,,,"",,,,,,
"nc","Item","nc:Item",1,0,,,,"An article or thing.","nc","ItemType","nc:ItemType",,,
"nc","ItemActionText","nc:ItemActionText",1,0,,,,"An action that was taken against a property item.","nc","TextType","nc:TextType",,,
"nc","ItemAgeMeasure","nc:ItemAgeMeasure",1,0,,,,"An age of an item.","nc","TimeMeasureType","nc:TimeMeasureType",,,
"j","ItemAugmentation","j:ItemAugmentation",1,0,"","","","Additional information about an item.","j","ItemAugmentationType","j:ItemAugmentationType",,,
"nc","ItemBarCodeIdentification","nc:ItemBarCodeIdentification",1,0,,,,"A bar code assigned to a property item.","nc","IdentificationType","nc:IdentificationType",,,
"nc","ItemBinary","nc:ItemBinary",1,0,,,"This could be encoded video or images of a property item.","A binary representation of an item.","nc","BinaryType","nc:BinaryType",,,
"nc","ItemBrandName","nc:ItemBrandName",1,0,,,,"A distinctive name that identifies a manufacturer of a property item.","nc","ProperNameTextType","nc:ProperNameTextType",,,
"nc","ItemBuyer","nc:ItemBuyer",1,0,,,,"A party that bought a property item in a property transaction.","nc","EntityType","nc:EntityType",,,
"nc","ItemCategory","nc:ItemCategory",1,1,,,,"A kind of item.",,,,,,
"nc","ItemCategoryText","nc:ItemCategoryText",1,0,,,,"A kind of property item.","nc","TextType","nc:TextType","nc","ItemCategory","nc:ItemCategory"
"nc","ItemColor","nc:ItemColor",1,1,,,,"A color of an item.",,,,,,
"nc","ItemColorDescriptionText","nc:ItemColorDescriptionText",1,0,,,,"A description of the overall color of an item.","nc","TextType","nc:TextType","nc","ItemColor","nc:ItemColor"
"nc","ItemConditionText","nc:ItemConditionText",1,0,,"new, used, damaged",,"A state or appearance of an item.","nc","TextType","nc:TextType",,,
"nc","ItemContainerAssociation","nc:ItemContainerAssociation",1,0,,,,"An association between an item and something in which it is held.","nc","ItemContainerAssociationType","nc:ItemContainerAssociationType",,,
"nc","ItemDealerIdentification","nc:ItemDealerIdentification",1,0,,,,"An identification assigned to an item by a dealer.","nc","IdentificationType","nc:IdentificationType",,,
"nc","ItemDescriptionText","nc:ItemDescriptionText",1,0,,,,"A description of an item.","nc","TextType","nc:TextType",,,
"nc","ItemDisposition","nc:ItemDisposition",1,0,,,,"A result or outcome that happens to an item after it has been handled or processed.","nc","ItemDispositionType","nc:ItemDispositionType",,,
"nc","ItemDispositionLocation","nc:ItemDispositionLocation",1,0,,,,"A location of a property item after it has been processed.","nc","LocationType","nc:LocationType",,,
"nc","ItemFirstSoldYearDate","nc:ItemFirstSoldYearDate",1,0,,,,"A calendar year in which an item was first sold.","niem-xsd","gYear","niem-xsd:gYear",,,
"j","ItemHazardousMaterialsContainerText","j:ItemHazardousMaterialsContainerText",1,0,,,,"This field is used to describe the stolen chemical  container","nc","TextType","nc:TextType",,,
"nc","ItemHeightMeasure","nc:ItemHeightMeasure",1,0,,,"Measurement from top to bottom.","A measurement of the height of an item.","nc","LengthMeasureType","nc:LengthMeasureType",,,
"nc","ItemHolderAssociation","nc:ItemHolderAssociation",1,0,,,,"An association between a property item and the entity holding or storing that property item.","nc","OrganizationItemAssociationType","nc:OrganizationItemAssociationType",,,
"nc","ItemHoldingOrganization","nc:ItemHoldingOrganization",1,0,,,,"An organization that is in possession of a property item.","nc","OrganizationType","nc:OrganizationType",,,
"nc","ItemImage","nc:ItemImage",1,0,,,,"A binary representation of an image of an item.","nc","ImageType","nc:ImageType",,,
"nc","ItemInsuranceAssociation","nc:ItemInsuranceAssociation",1,0,,,,"An association between a property and its insurance.","nc","ItemInsuranceAssociationType","nc:ItemInsuranceAssociationType",,,
"nc","ItemLeaseIndicator","nc:ItemLeaseIndicator",1,0,,,,"True if an item is leased; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","ItemLengthMeasure","nc:ItemLengthMeasure",1,0,,,"Measurement from front to back.","A measurement of the length of an item.","nc","LengthMeasureType","nc:LengthMeasureType",,,
"nc","ItemLienAssociation","nc:ItemLienAssociation",1,0,,,,"An association between a property item and a lien on that property item.","nc","ItemLienAssociationType","nc:ItemLienAssociationType",,,
"nc","ItemLocationAssociation","nc:ItemLocationAssociation",1,0,,,,"An association between a property and a location.","nc","ItemLocationAssociationType","nc:ItemLocationAssociationType",,,
"j","ItemLotIdentification","j:ItemLotIdentification",1,0,,,,"This field is to be used to help identify a Lot of Stolen Property","nc","IdentificationType","nc:IdentificationType",,,
"nc","ItemMakeName","nc:ItemMakeName",1,0,,,,"A name of the manufacturer that produced an item.","nc","ProperNameTextType","nc:ProperNameTextType",,,
"nc","ItemModelName","nc:ItemModelName",1,0,"","","","A name of a specific design or kind of item made by a manufacturer.","nc","ProperNameTextType","nc:ProperNameTextType",,,
"nc","ItemModelYearDate","nc:ItemModelYearDate",1,0,,,,"A year in which an item was manufactured or produced.","niem-xsd","gYear","niem-xsd:gYear",,,
"nc","ItemMoverAssociation","nc:ItemMoverAssociation",1,0,,,,"An association between a property item and an entity that moved that property item.","nc","OrganizationItemAssociationType","nc:OrganizationItemAssociationType",,,
"nc","ItemMovingOrganization","nc:ItemMovingOrganization",1,0,"towing company, tower",,,"An organization that moves or relocates a property item.","nc","OrganizationType","nc:OrganizationType",,,
"nc","ItemName","nc:ItemName",1,0,,,,"A name of an item.","nc","TextType","nc:TextType",,,
"nc","ItemOtherIdentification","nc:ItemOtherIdentification",1,0,,,,"An identification assigned to an item.","nc","IdentificationType","nc:IdentificationType",,,
"nc","ItemOwner","nc:ItemOwner",1,0,"property owner",,,"An entity which owns a property item.","nc","EntityType","nc:EntityType",,,
"nc","ItemOwnerAppliedID","nc:ItemOwnerAppliedID",1,0,"engraving","A number on a car to identify it within a fleet of cars.","This could be a name, number, or other identifying mark on an item. ","An identifier applied to an item by the owner.","niem-xsd","string","niem-xsd:string",,,
