"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"scr","ExchangeVisitorTerminationCategoryCode","scr:ExchangeVisitorTerminationCategoryCode",1,0,,,,"A code that identifies the EXCHANGE VISITOR TERMINATION TYPE .","scr","ExchangeVisitorTerminationCategoryCodeType","scr:ExchangeVisitorTerminationCategoryCodeType",,,
"scr","ExchangeVisitorTerminationCategoryDescriptionText","scr:ExchangeVisitorTerminationCategoryDescriptionText",1,0,,,,"The text that describes the EXCHANGE VISITOR TERMINATION TYPE.","u","TextType","u:TextType",,,
"im","ExchangeVisitorTerminationReason","im:ExchangeVisitorTerminationReason",1,0,,,,"The classification for the reason associated with EXCHANGE VISITOR&apos;s program termination.","im","ExchangeVisitorTerminationType","im:ExchangeVisitorTerminationType",,,
"im","ExchangeVisitorTerminationReasonCode","im:ExchangeVisitorTerminationReasonCode",1,0,,,,"A code classifying the reason for EXCHANGE VISITORs program termination (i.e., CONVIC=Conviction of Crime, DISCIP=Disciplinary Action, ENGEMP=Engagement in unauthorized employment, FALACT=Failure to pursue EV program activities, FALADD=Failure to submit change of current address within 10 days, etc.).","im","ExchangeVisitorTerminationCodeType","im:ExchangeVisitorTerminationCodeType",,,
"im","ExchangeVisitorTerminationReasonDescriptionText","im:ExchangeVisitorTerminationReasonDescriptionText",1,0,,,,"An field describing the associated EXCHANGE VISITOR TERMINATION CODE.","u","TextType","u:TextType",,,
"j","Exhibit","j:Exhibit",1,0,,,,"Details about an item introduced as evidence in a hearing or a trial.","j","ExhibitType","j:ExhibitType",,,
"j","ExhibitAcceptingAgency","j:ExhibitAcceptingAgency",1,0,,,,"An agency that accepts evidence into the judicial process.","j","OrganizationType","j:OrganizationType",,,
"j","ExhibitAdmittedIndicator","j:ExhibitAdmittedIndicator",1,0,,,,"True if an exhibit was admitted in trial; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","ExhibitEvidence","j:ExhibitEvidence",1,0,,,,"An exhibit item.","j","EvidenceType","j:EvidenceType",,,
"j","ExhibitID","j:ExhibitID",1,0,,,,"An identifying number of an exhibit.","j","IDType","j:IDType",,,
"j","ExhibitRemainingProofIndicator","j:ExhibitRemainingProofIndicator",1,0,,,,"True if an exhibit that has not been admitted as evidence will remain with the court as an offer of proof in the event of an appeal; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","ExhibitStatusText","j:ExhibitStatusText",1,0,,,,"A description of the status of an exhibit, e.g., offered, withdrawn, admitted, refused.","u","TextType","u:TextType",,,
"it","ExitCustomsOfficeLocation","it:ExitCustomsOfficeLocation",1,0,,,,"A location of the customs office at which the goods leave or are intended to leave the customs territory of dispatch.","c","LocationType","c:LocationType",,,
"scr","ExpirationDate","scr:ExpirationDate",1,0,,,,"The date on which the PERSON ALERT is no loner effective.","u","DateType","u:DateType",,,
"u","ExpirationDate","u:ExpirationDate",1,0,,,,"The date information becomes inactive or is no longer valid.","u","DateType","u:DateType",,,
"u","ExpirationTime","u:ExpirationTime",1,0,,,,"The time information becomes inactive or is no longer valid.","niem-xsd","time","niem-xsd:time",,,
"em","ExplicitAddress","em:ExplicitAddress",1,0,,,,"An identifier of an explicit recipient.  Identifies human parties, systems, services, or devices that are all potential recipients of the distribution message.","em","ExplicitAddressType","em:ExplicitAddressType",,,
"em","ExplicitAddressSchemeText","em:ExplicitAddressSchemeText",1,0,,,,"Identifies the distribution addressing scheme used.   MUST be a properly formed -escaped if necessary- XML string. Examples for this type of distribution includes - email, military USMTF, etc. . .  
","u","TextType","u:TextType",,,
"em","ExplicitAddressValueText","em:ExplicitAddressValueText",1,0,,,,"A properly formed -escaped if necessary- XML string denoting the addressees value","u","TextType","u:TextType",,,
"it","Exporter","it:Exporter",1,0,,,,"A person who makes an export declaration or on whose behalf  the export declaration is made.  This is the owner of the goods or has similar right of disposal over them at the time when the declaration is accepted.","c","OrganizationType","c:OrganizationType",,,
"im","ExtensionRequestID","im:ExtensionRequestID",1,0,,,,"A ten digit number that uniquely identifies an alien students request for extension to participating in the program.","u","IDType","u:IDType",,,
"scr","FacialImagePoseCategoryCode","scr:FacialImagePoseCategoryCode",1,0,,,,"A code identifying the FACIAL IMAGE POSE TYPE (i.e. Frontal, Side, Oblique)","scr","FacialImagePoseCategoryCodeType","scr:FacialImagePoseCategoryCodeType",,,
"em","FacialServiceCoverageStatusCode","em:FacialServiceCoverageStatusCode",1,0,,,,"The availability of facial surgical services.","have","AvailabilityStatusCodeType","have:AvailabilityStatusCodeType",,,
"c","Facility","c:Facility",1,0,,,,"Details about an organization that carries out some form of enforcement or reformatory activities for its members. This may be detention, corrections, supervision, a rehabilitation, risk reduction, or diversion program, or another type of function designed to reform a member of society.","c","FacilityType","c:FacilityType",,,
"c","FacilityCapacityDescriptionText","c:FacilityCapacityDescriptionText",1,0,,,,"A description of the number of people a facility can house at a time.","u","TextType","u:TextType",,,
"c","FacilityCapacityQuantity","c:FacilityCapacityQuantity",1,0,,,,"A number of people a facility can house at one time.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"c","FacilityCaseLoadQuantity","c:FacilityCaseLoadQuantity",1,0,,,,"A number of people a facility is currently servicing.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"scr","FacilityCodeText","scr:FacilityCodeText",1,0,,,,"A code identifying an ORGANIZATION LOCATION representing physical premises.","u","TextType","u:TextType",,,
"c","FacilityID","c:FacilityID",1,0,,,,"A unique NCIC or other identifier assigned to a reform-related organization. Sometimes referred to as a KAG number for detention facilities.","u","IDType","u:IDType",,,
"c","FacilityJuvenileIndicator","c:FacilityJuvenileIndicator",1,0,,,,"True if a facility has the ability to accept people under the legal age of an adult; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"c","FacilityMemberCategoryText","c:FacilityMemberCategoryText",1,0,,,,"A type of occupant or member a facility manages. This may be adult, juvenile, addict.","u","TextType","u:TextType",,,
"c","FacilityOperatingAgency","c:FacilityOperatingAgency",1,0,,,,"An organization that operates the facility.","c","OrganizationType","c:OrganizationType",,,
"em","FacilityOperationsCode","em:FacilityOperationsCode",1,0,,,,"The status of supplies necessary for facility operations","have","AvailabilityStatusCodeType","have:AvailabilityStatusCodeType",,,
"c","FacilitySecurityLevelText","c:FacilitySecurityLevelText",1,0,,,,"A level of security an organization operates at, e.g., minimum, medium, maximum, none.","u","TextType","u:TextType",,,
"em","FacilityStatusCode","em:FacilityStatusCode",1,0,,,,"Indicator of the status of the facility status.","have","FacilityStatusCodeType","have:FacilityStatusCodeType",,,
"em","FacilityStatusCommentText","em:FacilityStatusCommentText",1,0,,,,"One or more comments","u","TextType","u:TextType",,,
"c","FacilitySupervisingAgency","c:FacilitySupervisingAgency",1,0,,,,"A supervising agency that operates or oversees the facility.","c","OrganizationType","c:OrganizationType",,,
"im","FacingHarmIndicator","im:FacingHarmIndicator",1,0,,,,"A flag indicating whether the alien faces harm by returning to his/her country","niem-xsd","boolean","niem-xsd:boolean",,,
"c","FamilyAssociation","c:FamilyAssociation",1,0,,,,"An association between people who are in the same family.","c","PersonalAssociationType","c:PersonalAssociationType",,,
"scr","FamilyAssociationAugmentation","scr:FamilyAssociationAugmentation",1,0,,,,"A classification of FAMILY ASSOCIATION.","scr","FamilyAssociationAugmentationType","scr:FamilyAssociationAugmentationType",,,
"scr","FamilyAssociationCategoryCode","scr:FamilyAssociationCategoryCode",1,0,,,,"The code that identifies the FAMILY ASSOCIATION (e.g., Marriage, Child, Sibling etc..)","scr","FamilyAssociationCategoryCodeType","scr:FamilyAssociationCategoryCodeType",,,
"scr","FamilyAssociationCategoryDescriptionText","scr:FamilyAssociationCategoryDescriptionText",1,0,,,,"The text that describes the FAMILY ASSOCIATION (e.g., Marriage, Child, Sibling etc..)","u","TextType","u:TextType",,,
"c","FamilyKinship","c:FamilyKinship",1,1,,,,"",,,,,,
"c","FamilyKinshipCode","c:FamilyKinshipCode",1,0,,,,"A code indicating the nature of the kinship between family members.","nonauth","FamilyKinshipCodeType","nonauth:FamilyKinshipCodeType","c","FamilyKinship","c:FamilyKinship"
"c","FamilyKinshipText","c:FamilyKinshipText",1,0,,,,"Describes the nature of the kinship between family members.","u","TextType","u:TextType","c","FamilyKinship","c:FamilyKinship"
"intel","FBIECRCode","intel:FBIECRCode",1,0,,,,"VGTOF Group Member Capability Criteria for Entry","ncic","ECRCodeType","ncic:ECRCodeType",,,
"gs","Feature","gs:Feature",1,0,,,,"A geospatial feature; any real world object with location; e.g. building, road, river, county, town, parcel, traffic sign.","gs","FeatureType","gs:FeatureType","gs","Location","gs:Location"
"gml","FeatureCollection","gml:FeatureCollection",1,0,,,,"",,,,,,
"gs","FeatureCollection","gs:FeatureCollection",1,0,,,,"A collection of geospatial features; any real world objects with location.  See: FeatureType.","gs","FeatureCollectionType","gs:FeatureCollectionType","gs","Location","gs:Location"
"im","FederalGovernmentSponsorIndicator","im:FederalGovernmentSponsorIndicator",1,0,,,,"A flag indicating whether or not the Federal Government is the sponsor of the PROGRAM.","niem-xsd","boolean","niem-xsd:boolean",,,
"c","Fee","c:Fee",1,0,,,,"Details about a monetary amount charged for a service, product, or restitution or the monetary amount assessed as court case fees.","c","FinancialObligationType","c:FinancialObligationType",,,
"j","Felony","j:Felony",1,0,,,,"A crime which is punishable by death or imprisonment in a state facility.","j","IncidentType","j:IncidentType",,,
"ism","FGIsourceOpen","ism:FGIsourceOpen",0,0,,,,"Non-US classification portion marking for foreign government information in a document portion. Use this attribute to record a source country when the intent is to post the document to a shared space with the source identified.","xsd","NMTOKENS","xsd:NMTOKENS",,,
"ism","FGIsourceProtected","ism:FGIsourceProtected",0,0,,,,"Non-US classification portion marking for foreign government information in a document portion. Use this attribute to record a source country when the intent is to filter out the identity of the source prior to posting the document to a shared space.","xsd","NMTOKENS","xsd:NMTOKENS",,,
"im","File","im:File",1,0,,,,"","im","FileType","im:FileType",,,
"im","FileID","im:FileID",1,0,,,,"A field indicating the file number assigned to an alien immigration file.","u","IDType","u:IDType",,,
"im","FileNewIndicator","im:FileNewIndicator",1,0,,,,"True if the alien immigration file is new; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","FileReceivedDate","im:FileReceivedDate",1,0,,,,"The date on which the aliens immigration file was received.","u","DateType","u:DateType",,,
"im","FileRequestDate","im:FileRequestDate",1,0,,,,"The date on which the aliens immigration file was requested.","u","DateType","u:DateType",,,
"scr","FinalAdoptionDecreeIndicator","scr:FinalAdoptionDecreeIndicator",1,0,,,,"An indicator indicating whether or not a copy of the final adoption decree for the ADOPTED CHILD was received by USCIS.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","FinalPlea","j:FinalPlea",1,0,,,,"A final plea offered by a defendant in relation to a charge that was accepted by the court.","j","PleaType","j:PleaType",,,
"im","FinancialInformationText","im:FinancialInformationText",1,0,,,,"A text string denoting the Exchange Visitors financial information.","u","TextType","u:TextType",,,
"c","FinancialObligation","c:FinancialObligation",1,0,,,,"A monetary obligation, e.g., fee, fine, support, restitution, damages, court costs.","c","FinancialObligationType","c:FinancialObligationType",,,
"c","FinancialObligationDueAmount","c:FinancialObligationDueAmount",1,0,,,,"An amount of a payment obligation that has not been made.","u","AmountType","u:AmountType",,,
"c","FinancialObligationExemptionAmount","c:FinancialObligationExemptionAmount",1,0,,,,"A total or partial amount of a payment obligation no longer required of a person.","u","AmountType","u:AmountType",,,
"c","FinancialObligationPaidAmount","c:FinancialObligationPaidAmount",1,0,,,,"An amount of a payment obligation that has been made.","u","AmountType","u:AmountType",,,
"c","FinancialObligationTotalAmount","c:FinancialObligationTotalAmount",1,0,,,,"A total amount of money to be charged or paid to meet a financial obligation, such as a fee or restitution.","u","AmountType","u:AmountType",,,
"im","FinancialSupportMethodSelectionCommentText","im:FinancialSupportMethodSelectionCommentText",1,0,,,,"A method used to select and arrange financial support for EXCHANGE VISITORs.","u","TextType","u:TextType",,,
"c","Fingerprint","c:Fingerprint",1,0,,,,"A representation or an encoding of the identifying characteristics of a persons fingerprints.","c","FingerprintType","c:FingerprintType",,,
"scr","Fingerprint","scr:Fingerprint",1,0,,,,"A classification of the finger of the hand represented by the FINGERPRINT","scr","FingerprintType","scr:FingerprintType","c","Fingerprint","c:Fingerprint"
"scr","FingerprintAugmentation","scr:FingerprintAugmentation",1,0,,,,"An augmentation that applies to type ansi-nist:FingerprintType","scr","FingerprintAugmentationType","scr:FingerprintAugmentationType",,,
"scr","FingerprintCaptureTechnique","scr:FingerprintCaptureTechnique",1,0,,,,"A classification of the manner in which the FINGERPRINT is taken.","scr","FingerprintCaptureTechniqueType","scr:FingerprintCaptureTechniqueType",,,
"scr","FingerprintCaptureTechniqueCategoryCode","scr:FingerprintCaptureTechniqueCategoryCode",1,0,,,,"A code that identifies the FINGERPRINT CAPTURE TECHNIQUE TYPE (e.g.Rolled, Slapped, Flat)","scr","FingerprintCaptureTechniqueCategoryCodeType","scr:FingerprintCaptureTechniqueCategoryCodeType",,,
"scr","FingerprintCaptureTechniqueDescriptionText","scr:FingerprintCaptureTechniqueDescriptionText",1,0,,,,"The text that describes the A code that identifies the FINGERPRINT CAPTURE TECHNIQUE TYPE (e.g.Rolled, Slapped, Flat).","u","TextType","u:TextType",,,
"scr","FingerPrintCardIndictor","scr:FingerPrintCardIndictor",1,0,,,,"An indicator indicating whether a legal hard copy of the BIOMETRIC IMAGE of the patterns or ridges on the pad of a human finger exists","niem-xsd","boolean","niem-xsd:boolean",,,
"scr","FingerprintCategoryCode","scr:FingerprintCategoryCode",1,0,,,,"A code that identifies the FINGER PRINT TYPE (e.g. Ring Finger, Index Finger, Thumb)","scr","FingerprintCategoryCodeType","scr:FingerprintCategoryCodeType",,,
"scr","FingerprintCategoryDescriptionText","scr:FingerprintCategoryDescriptionText",1,0,,,,"The text that describes the FINGER PRINT TYPE (e.g. Ring Finger, Index Finger, Thumb)","u","TextType","u:TextType",,,
"c","FingerprintClassification","c:FingerprintClassification",1,1,,,,"",,,,,,
"c","FingerprintClassificationCode","c:FingerprintClassificationCode",1,0,,,,"A code identifying a specific classification of a persons fingerprint.","ncic","FPCCodeType","ncic:FPCCodeType","c","FingerprintClassification","c:FingerprintClassification"
"c","FingerprintClassificationText","c:FingerprintClassificationText",1,0,,,,"A specific classification of a persons fingerprint. If the classification represents a radial or ulmar loop pattern, then the classification is two numeric characters.","u","TextType","u:TextType","c","FingerprintClassification","c:FingerprintClassification"
"scr","FingerprintCoordinate","scr:FingerprintCoordinate",1,0,,,,"","scr","FingerprintCoordinateType","scr:FingerprintCoordinateType",,,
"scr","FingerprintFeaturesFeedbackText","scr:FingerprintFeaturesFeedbackText",1,0,,,,"Supplemental proprietary values describing minutiae and related information encoded from a fingerprint image.","u","TextType","u:TextType",,,
"scr","FingerprintFeaturesMinutiaeText","scr:FingerprintFeaturesMinutiaeText",1,0,,,,"Proprietary values describing minutiae and related information encoded from a fingerprint image.","u","TextType","u:TextType",,,
"scr","FingerprintFeaturesVersionText","scr:FingerprintFeaturesVersionText",1,0,,,,"Vendor and version of the fingerprint feature extraction software used to encode minutiae.","u","TextType","u:TextType",,,
"c","FingerprintFinger","c:FingerprintFinger",1,1,,,,"",,,,,,
"c","FingerprintFingerCode","c:FingerprintFingerCode",1,0,,,,"A code identifying a finger of a person that has been printed or has attempted to have been printed, e.g., right thumb, left index.","ncic","FPCFingerCodeType","ncic:FPCFingerCodeType","c","FingerprintFinger","c:FingerprintFinger"
"c","FingerprintFingerText","c:FingerprintFingerText",1,0,,,,"A finger of a person that has been printed or has attempted to have been printed, e.g., right thumb, left index.","u","TextType","u:TextType","c","FingerprintFinger","c:FingerprintFinger"
"scr","FingerprintImageQualityScoreNumeric","scr:FingerprintImageQualityScoreNumeric",1,0,,,,"","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"scr","FingerprintImpression","scr:FingerprintImpression",1,0,,,,"A classification of the method used to capture the image of the FINGERPRINT.","scr","FingerprintImpressionType","scr:FingerprintImpressionType",,,
"scr","FingerprintImpressionCategoryCode","scr:FingerprintImpressionCategoryCode",1,0,,,,"A code that identifies the FINGERPRINT IMPRESSION CODE (e.g.Live, Non-live, Latent)
","scr","FingerprintImpressionCategoryCodeType","scr:FingerprintImpressionCategoryCodeType",,,
"scr","FingerprintImpressionCategoryDescriptionText","scr:FingerprintImpressionCategoryDescriptionText",1,0,,,,"The text that describes the FINGERPRINT  IMPRESSION CODE (e.g.Live, Non-live, Latent)","u","TextType","u:TextType",,,
"c","FingerprintPattern","c:FingerprintPattern",1,1,,,,"",,,,,,
"scr","FingerprintPatternCategoryCode","scr:FingerprintPatternCategoryCode",1,0,,,,"","scr","FingerprintPatternCategoryCodeType","scr:FingerprintPatternCategoryCodeType",,,
"c","FingerprintPatternCode","c:FingerprintPatternCode",1,0,,,,"A code identifying a general pattern of a persons fingerprint.","ncic","FPCPatternCodeType","ncic:FPCPatternCodeType","c","FingerprintPattern","c:FingerprintPattern"
"c","FingerprintPatternText","c:FingerprintPatternText",1,0,,,,"A general pattern of a persons fingerprint.","u","TextType","u:TextType","c","FingerprintPattern","c:FingerprintPattern"
"c","FingerprintSet","c:FingerprintSet",1,0,,,,"A representation or an encoding of the identifying characteristics of a set of persons fingerprints.","c","FingerprintSetType","c:FingerprintSetType",,,
"scr","FingerprintTakenIndicator","scr:FingerprintTakenIndicator",1,0,,,,"A boolean indicating the manner in which fingerprint was taken.","niem-xsd","boolean","niem-xsd:boolean",,,
"c","Firearm","c:Firearm",1,0,,,,"Details about any weapon, including a starter gun, which will or is designed to or may readily be converted to expel a projectile by air, carbon dioxide, or the action of an explosive. ","c","FirearmType","c:FirearmType",,,
"c","FirearmAutomaticIndicator","c:FirearmAutomaticIndicator",1,0,,,,"True if firearm is an automatic weapon and can be fired in quick succession; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"c","FirearmBarrelLengthMeasure","c:FirearmBarrelLengthMeasure",1,0,,,,"A measurement of a barrel length of a firearm.","u","LengthMeasureType","u:LengthMeasureType",,,
"c","FirearmCaliber","c:FirearmCaliber",1,1,,,,"",,,,,,
"c","FirearmCaliberCode","c:FirearmCaliberCode",1,0,,,,"A code identifying a caliber of a firearm.","ncic","CALCodeType","ncic:CALCodeType","c","FirearmCaliber","c:FirearmCaliber"
"c","FirearmCaliberText","c:FirearmCaliberText",1,0,,,,"A caliber of a firearm.","u","TextType","u:TextType","c","FirearmCaliber","c:FirearmCaliber"
"c","FirearmCategoryCode","c:FirearmCategoryCode",1,0,,,,"A code identifying a type of firearm.","ncic","TYPCodeType","ncic:TYPCodeType",,,
"c","FirearmCategoryDescription","c:FirearmCategoryDescription",1,1,,,,"",,,,,,
"c","FirearmCategoryDescriptionCode","c:FirearmCategoryDescriptionCode",1,0,,,,"A code identifying a description or further classification of a firearm.","ncic","TYPDescriptionCodeType","ncic:TYPDescriptionCodeType","c","FirearmCategoryDescription","c:FirearmCategoryDescription"
"c","FirearmCategoryDescriptionText","c:FirearmCategoryDescriptionText",1,0,,,,"A description or further classification of a firearm.","u","TextType","u:TextType","c","FirearmCategoryDescription","c:FirearmCategoryDescription"
"c","FirearmFinish","c:FirearmFinish",1,1,,,,"",,,,,,
"c","FirearmFinishCode","c:FirearmFinishCode",1,0,,,,"A code identifying a finish of a firearm.","ncic","GUNColorFinishCodeType","ncic:GUNColorFinishCodeType","c","FirearmFinish","c:FirearmFinish"
"c","FirearmFinishText","c:FirearmFinishText",1,0,,,,"A finish of a firearm.","u","TextType","u:TextType","c","FirearmFinish","c:FirearmFinish"
"c","FirearmGaugeText","c:FirearmGaugeText",1,0,,,,"A gauge of a firearm, particularly a shotgun.","u","TextType","u:TextType",,,
"c","FirearmGripText","c:FirearmGripText",1,0,,,,"A grip of a firearm.","u","TextType","u:TextType",,,
"c","FirearmMakeCode","c:FirearmMakeCode",1,0,,,,"A code identifying the manufacturer of a firearm.","ncic","MAKCodeType","ncic:MAKCodeType",,,
"ip","Flight","ip:Flight",1,0,,,,"A flight","ip","FlightType","ip:FlightType",,,
"ip","FlightID","ip:FlightID",1,0,,,,"Flight ID like Flight Number","u","IDType","u:IDType",,,
"ip","FlightTimeAtAirport","ip:FlightTimeAtAirport",1,0,,,,"When a flight actual arrived or departed and when did the flight supposed to come.","ip","FlightTimeAtAirportType","ip:FlightTimeAtAirportType",,,
"j","Force","j:Force",1,0,,,,"Details about force used, whether physical or aided by a tool or weapon. Sometimes referred to as ForceToolWeapon.","j","ForceType","j:ForceType",,,
"j","ForceCategoryAbstract","j:ForceCategoryAbstract",1,1,,,,"",,,,,,
"j","ForceCategoryCode","j:ForceCategoryCode",1,0,,,,"A code identifying a type of force used, which may be physical or aided by a weapon or tool.","nibrs","ForceCategoryCodeType","nibrs:ForceCategoryCodeType","j","ForceCategoryAbstract","j:ForceCategoryAbstract"
"j","ForceCategoryText","j:ForceCategoryText",1,0,,,,"A type of force used, which may be physical or aided by a weapon or tool.","u","TextType","u:TextType","j","ForceCategoryAbstract","j:ForceCategoryAbstract"
"j","ForcePhysicalDescriptionText","j:ForcePhysicalDescriptionText",1,0,,,,"A description of the physical force a person used against another person.","u","TextType","u:TextType",,,
"j","ForceSubject","j:ForceSubject",1,0,,,,"A person who used force against another.","j","SubjectType","j:SubjectType",,,
"j","ForceTakenAsEvidence","j:ForceTakenAsEvidence",1,0,,,,"The evidence taken in an incident when specifically a tool or weapon was used.","j","EvidenceType","j:EvidenceType",,,
"j","ForceToolProperty","j:ForceToolProperty",1,0,,,,"A tool used to apply force to a person.","j","PropertyType","j:PropertyType",,,
"j","ForceUser","j:ForceUser",1,1,,,,"Indicates that a particular force/tool/weapon was used by a specific organization.",,,,,,
"j","ForceUserOrganization","j:ForceUserOrganization",1,0,,,,"Indicates that a particular force/tool/weapon was used by a specific organization.","j","OrganizationType","j:OrganizationType","j","ForceUser","j:ForceUser"
"j","ForceUserPerson","j:ForceUserPerson",1,0,,,,"Indicates that a particular force/tool/weapon was used by a specific organization.","j","PersonType","j:PersonType","j","ForceUser","j:ForceUser"
"j","ForceVictim","j:ForceVictim",1,0,,,,"A person who was a victim of force.","j","VictimType","j:VictimType",,,
"j","ForceWeaponProperty","j:ForceWeaponProperty",1,0,,,,"A weapon used to apply force to a person.","j","PropertyType","j:PropertyType",,,
"scr","ForeignAuthorityNotifiedIndicator","scr:ForeignAuthorityNotifiedIndicator",1,0,,,,"An indicator indicating whether the foreign authorities have been notified about this CHARGE.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","FormAllotmentQuantity","im:FormAllotmentQuantity",1,0,,,,"A ten-digit number indicating the number of DS-2019 forms that have been allocated for a PROGRAM.","u","QuantityType","u:QuantityType",,,
"u","formCode","u:formCode",0,0,,,,"The shape and structure of a proper name.","twpdes","ProperNameFormCategoryCodeSimpleType","twpdes:ProperNameFormCategoryCodeSimpleType",,,
"im","FormUsageTotalQuantity","im:FormUsageTotalQuantity",1,0,,,,"A six-digit number indicating the total number of DS-2019 forms used by a PROGRAM.","u","QuantityType","u:QuantityType",,,
"im","ForProfitIndicator","im:ForProfitIndicator",1,0,,,,"A flag indicating whether the PROGRAM Sponsor is a &quot;for profit&quot; organization.","niem-xsd","boolean","niem-xsd:boolean",,,
"addr","FourNumberAddressRange","addr:FourNumberAddressRange",1,0,,,,"",,,,,,
"gs","FourNumberAddressRange","gs:FourNumberAddressRange",1,0,,,,"Left and right side  thoroughfare (road, walkway, railroad, river) address ranges specified by low and high address numbers.","gs","FourNumberAddressRangeType","gs:FourNumberAddressRangeType","gs","AnyThoroughfareAddress","gs:AnyThoroughfareAddress"
"scr","FraudulentIndicator","scr:FraudulentIndicator",1,0,,,,"A indicator indicating whether the ORGANIZATION is fraudulent. ","niem-xsd","boolean","niem-xsd:boolean",,,
"it","FreightPaymentMethodText","it:FreightPaymentMethodText",1,0,,,,"A payment for transport charges.","it","PaymentType","it:PaymentType",,,
"c","FriendshipAssociation","c:FriendshipAssociation",1,0,,,,"An association between people who are friends.","c","PersonalAssociationType","c:PersonalAssociationType",,,
"em","FundingInformationText","em:FundingInformationText",1,0,,,,"Provides additional information on the funds that will pay for the resource (A textual description of funding sources or distribution)","u","TextType","u:TextType",,,
"addr","GeneralAddress","addr:GeneralAddress",1,0,,,,"",,,,,,
"gs","GeneralAddress","gs:GeneralAddress",1,0,,,,"Any address classes,  for files in which the various classes are mixed together.","gs","GeneralAddressType","gs:GeneralAddressType","gs","Address","gs:Address"
"c","GeographicCoordinate","c:GeographicCoordinate",1,0,,,,"Details about identifying a location based on latitude and longitude. ","u","GeographicCoordinateType","u:GeographicCoordinateType",,,
"u","GeographicCoordinate","u:GeographicCoordinate",1,0,,,,"A location based on latitude and longitude.","u","GeographicCoordinateType","u:GeographicCoordinateType",,,
"u","GeographicCoordinateLatitude","u:GeographicCoordinateLatitude",1,0,,,,"A circle around the Earth parallel to the Equator. Values range from -90 degrees (inclusive) at the South Pole to +90 degrees (inclusive) at the North Pole. The value is 0 at the Equator.","u","LatitudeCoordinateType","u:LatitudeCoordinateType",,,
"u","GeographicCoordinateLongitude","u:GeographicCoordinateLongitude",1,0,,,,"A meridian that is perpendicular to the Equator. Values range from -180 degrees (inclusive) at the International Date Line to +180 (exclusive) just west of the International Date Line. The value is 0 at the Prime Meridian.","u","LongitudeCoordinateType","u:LongitudeCoordinateType",,,
"u","GeographicCoordinateSystemID","u:GeographicCoordinateSystemID",1,0,,,,"An identification of the coordinate system used.","u","IDType","u:IDType",,,
"u","GeographicDatumID","u:GeographicDatumID",1,0,,,,"An identification of the spatial reference system used.","u","IDType","u:IDType",,,
"gs","Geometry","gs:Geometry",1,0,,,,"Any geometry.  Specifies a Coordinate Reference System or must inherit one from a containing element.","gs","GeometryType","gs:GeometryType","gs","Location","gs:Location"
"gs","GeometryProperty","gs:GeometryProperty",1,0,,,,"Encapsulates or references a Geometry element. The Geography Markup Language (GML) specification uses property types and elements to encapsulate or reference GML class elements with identity.  This element allows NIEM Geometry elements to be referenced from GML conformant application schemas developed for use with NIEM.","gs","GeometryPropertyType","gs:GeometryPropertyType",,,
"gs","Geospatial","gs:Geospatial",1,1,,,,"Abstract place-holder in a schema to use any non-abstract geospatial element defined by an external standard. Non-abstract geospatial elements that declare substitutionGroup=&quot;gs:Geospatial&quot; may take the place of this element in an XML data instance document.  These include Locations, Coverages, Observations, Measurements, Routes, Maps, MapViewContexts, IFCXML (architectural structures), LandXML (civil engineering structures), and references thereto.  See:  Location.",,,,,,
"gs","GeospatialProperty","gs:GeospatialProperty",1,0,,,,"Encapsulates or references a Geospatial element. The Geography Markup Language (GML) specification uses property types and elements to encapsulate or reference GML class elements with identity.  This element allows NIEM Geospatial elements to be referenced from GML conformant application schemas developed for use with NIEM.","gs","GeospatialPropertyType","gs:GeospatialPropertyType",,,
"intel","GlobalRegionCodeText","intel:GlobalRegionCodeText",1,0,,,,"National Intelligence Priorities Framework areas.","u","TextType","u:TextType",,,
"it","GoodsDeclarationCustomsID","it:GoodsDeclarationCustomsID",1,0,,,,"Reference number, assigned or accepted by Customs, to identify a goods declaration.","u","IDType","u:IDType",,,
"it","GoodsPackaging","it:GoodsPackaging",1,0,,,,"","it","PackageType","it:PackageType",,,
"scr","GrossAnnualIncomeAmount","scr:GrossAnnualIncomeAmount",1,0,,,,"The amount of money (dollars) earned by the ORGANIZATION each year.","u","AmountType","u:AmountType",,,
"c","GuardianAssociation","c:GuardianAssociation",1,0,,,,"An association between a guardian and a dependent.","c","GuardianAssociationType","c:GuardianAssociationType",,,
